video_path,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,dynamic_degree,aesthetic_quality,imaging_quality,object_class,multiple_objects,human_action,color,spatial_relationship,scene,temporal_style,appearance_style,overall_consistency
Inside_Out-Scene-0383.mp4,0.9625883210273016,0.977436755952381,0.9855868246041092,0.9893489731112748,1,0.588580310344696,72.79435226152528,0,0,0,0,0,0,0.25093376636505127,0,0.25093376636505127
Inside_Out-Scene-0096.mp4,0.8148888171796339,0.9009465596762049,0.9942942666072472,0.9952036187847241,0,0.6060050129890442,55.27391810644241,0,0,0,0,0,0,0.18188101053237915,0,0.18188101053237915
Inside_Out-Scene-0983.mp4,0.8637164215678754,0.9121836786684783,0.9750093890171425,0.9863517971581302,1,0.4664405882358551,63.787171558667254,0,0,0,0,0,0,0.19053727388381958,0,0.19053727388381958
Inside_Out-Scene-0105.mp4,0.9748674456743484,0.9826686128656915,0.993803435680913,0.9955502354945568,0,0.6929804086685181,64.56960882889597,0,0,0,0,0,0,0.22708237171173096,0,0.22708237171173096
Inside_Out-Scene-0554.mp4,0.9598292528111257,0.9575978973765432,0.9787341267454858,0.9867415196897946,1,0.6190874576568604,66.47156915432069,0,0,0,0,0,0,0.19582593441009521,0,0.19582593441009521
Inside_Out-Scene-0494.mp4,0.9832432202889886,0.9752455160651409,0.9972157885046566,0.996724778118552,0,0.5982396006584167,64.49233049816556,0,0,0,0,0,0,0.1910548359155655,0,0.1910548359155655
Inside_Out-Scene-0623.mp4,0.910340402437293,0.9520608653192935,0.9752205904792337,0.9890470624880499,1,0.6283854842185974,65.4364756922568,0,0,0,0,0,0,0.12847542762756348,0,0.12847542762756348
Inside_Out-Scene-0645.mp4,0.7898156761358945,0.9010917467948718,0.9837930155735389,0.9933419560217512,1,0.5989176630973816,45.29048002218898,0,0,0,0,0,0,0.2155785858631134,0,0.2155785858631134
Inside_Out-Scene-0598.mp4,0.9250249065709918,0.9669834094101124,0.9754128400017233,0.985872561813785,1,0.5993916988372803,74.4499055226644,0,0,0,0,0,0,0.21840377151966095,0,0.21840377151966095
Inside_Out-Scene-0648.mp4,0.9972878523446895,0.9959332501446759,0.9995592595607626,0.9979613853731459,0,0.5843976736068726,79.87775281153688,0,0,0,0,0,0,0.1666952669620514,0,0.1666952669620514
Inside_Out-Scene-0405.mp4,0.8647692195372656,0.9460220336914062,0.987349625194774,0.9918133354916523,1,0.6336501836776733,72.20573188722595,0,0,0,0,0,0,0.16609114408493042,0,0.16609114408493042
Inside_Out-Scene-0558.mp4,0.8763528591861912,0.9277870327818627,0.9709817549761603,0.9825930892535499,1,0.5240636467933655,65.1884352944114,0,0,0,0,0,0,0.15439589321613312,0,0.15439589321613312
Inside_Out-Scene-0796.mp4,0.7367440213759741,0.8711094000400641,0.9352570402855966,0.9552810829288453,1,0.526177167892456,64.76564081409309,0,0,0,0,0,0,0.09249089658260345,0,0.09249089658260345
Inside_Out-Scene-0402.mp4,0.8679783358130344,0.9161954184835271,0.9907552130082075,0.9941170985156376,1,0.6249510049819946,73.68814491858849,0,0,0,0,0,0,0.13836932182312012,0,0.13836932182312012
Inside_Out-Scene-0441.mp4,0.9872515272526514,0.9696684337797619,0.9958804457795386,0.9968052279308829,0,0.5621163845062256,74.51235126804661,0,0,0,0,0,0,0.25097376108169556,0,0.25097376108169556
Inside_Out-Scene-0159.mp4,0.8199128649838558,0.9328010856331169,0.9792869923161526,0.988025851917413,1,0.6450660228729248,74.5871440202762,0,0,0,0,0,0,0.15774963796138763,0,0.15774963796138763
Inside_Out-Scene-0273.mp4,0.8306009616400745,0.9470660235430743,0.9924520291534125,0.9942769147398351,1,0.6718831062316895,66.01687629750911,0,0,0,0,0,0,0.1399349868297577,0,0.1399349868297577
Inside_Out-Scene-0293.mp4,0.9520514666249877,0.9546765779194079,0.9782237539104387,0.992544303248969,1,0.6604089140892029,77.19381644509055,0,0,0,0,0,0,0.14233723282814026,0,0.14233723282814026
Inside_Out-Scene-0739.mp4,0.7758813006489464,0.8833364422401685,0.9661598916147269,0.980074212360075,1,0.5741334557533264,72.32275132073296,0,0,0,0,0,0,0.14707806706428528,0,0.14707806706428528
Inside_Out-Scene-0955.mp4,0.8851906206363287,0.9342322716346154,0.9584616343180339,0.9853065051908438,1,0.618193507194519,60.4189203479622,0,0,0,0,0,0,0.16162043809890747,0,0.16162043809890747
Inside_Out-Scene-0988.mp4,0.9599786542356015,0.9471466064453125,0.9732344870473825,0.9852037256887708,1,0.508618950843811,74.95515733883704,0,0,0,0,0,0,0.18910068273544312,0,0.18910068273544312
Inside_Out-Scene-0070.mp4,0.9324105625421228,0.9453847106073944,0.9829398678798301,0.9914972024457932,1,0.5756757855415344,71.837969356113,0,0,0,0,0,0,0.18830789625644684,0,0.18830789625644684
Inside_Out-Scene-0318.mp4,0.9841738410971381,0.9878026788884943,0.9936937313453824,0.9958638327535407,1,0.7166434526443481,73.39898332498841,0,0,0,0,0,0,0.14529308676719666,0,0.14529308676719666
Inside_Out-Scene-0929.mp4,0.7510049222037196,0.8883797781808036,0.9838062585568895,0.9885620740660591,1,0.4594523310661316,30.05187643101785,0,0,0,0,0,0,0.15465299785137177,0,0.15465299785137177
Inside_Out-Scene-0891.mp4,0.9142607693609438,0.9518935889528509,0.973622522167131,0.9861114624851005,1,0.6518256068229675,67.39827078114385,0,0,0,0,0,0,0.23305632174015045,0,0.23305632174015045
Inside_Out-Scene-0173.mp4,0.9290334151303472,0.9690809013429752,0.9905688192330154,0.9928764805274819,1,0.6565637588500977,74.49536207855725,0,0,0,0,0,0,0.15982285141944885,0,0.15982285141944885
Inside_Out-Scene-0572.mp4,0.9201649913191795,0.9558544921875,0.9825520029254988,0.9963924142913338,1,0.49594417214393616,71.79860830779123,0,0,0,0,0,0,0.11422620713710785,0,0.11422620713710785
Inside_Out-Scene-0517.mp4,0.9556489769173296,0.9628054970189145,0.9935378892748964,0.9951626282823071,1,0.5721438527107239,69.24269021726123,0,0,0,0,0,0,0.1716814637184143,0,0.1716814637184143
Inside_Out-Scene-0972.mp4,0.9825115745387426,0.9543040205792683,0.9919352634280336,0.9942971696871562,0,0.563639223575592,71.41278030211667,0,0,0,0,0,0,0.21198950707912445,0,0.21198950707912445
